key,displayName,aliases,description,fieldKind,dataType,primaryTopic,cursorPriority,confidence,ambiguity,usageCount,distinctDescriptions,sourceDatabases,notes
91_120_days,91-120 Days,"['91-120 DAYS', '91-120 Days']",Displays the portion of Unallocated Charges / Credits due 91-120 days prior to the end of the period selected.,metric,currency,financial,core,medium,low,21,2,['reports'],
avg_rentable_sqft,Avg Rentable Sqft,['Avg Rentable Sqft'],Displays the average area of measure for the rentable unit spaces considered in each row.,metric,number,quantity,core,medium,low,21,1,['reports'],
avg_current_rent,Avg. Current Rent,"['Avg Current Rent', 'Avg. Current Rent']","For offers accepted, displays the average Current Rent.",metric,currency,financial,core,medium,low,21,3,['reports'],
partially_completed_percent,Partially Completed (%),['Partially Completed (%)'],Displays the percent of rentable units that have unit spaces that will be occupied with applicants in a Partially Completed status.,metric,percent,percent,core,medium,low,21,1,['reports'],
pre_leased_percent,Pre-Leased (%),['Pre-Leased (%)'],Displays the percent of rentable units that have unit spaces that will be occupied with applicants in a status that is at least the status selected in the Consider Pre-Leased filter or higher.,metric,percent,percent,core,medium,low,21,1,['reports'],
started_percent,Started (%),['Started (%)'],Displays the percent of rentable units that have unit spaces that will be occupied with applicants in a Started status.,metric,percent,percent,core,medium,low,21,1,['reports'],
unit_of_area,Unit of Area,['Unit of Area'],"The UNIT OF AREA column displays the square feet or square meters of the unit that is being renovated and is dynamic based on the the Units of Measure setting for Area in property settings. This column will display SQFT if the property is set to Square Feet, M2 if the property is set to Square Meter, and Unit of Area if the report is generated for multiple properties with different units of area.",metric,number,quantity,core,medium,low,21,3,['reports'],
percent_delinquent,% Delinquent,['% Delinquent'],Displays the percent of Charges Due not yet collected on in the period. Calculated as follows: Delinquency / Charges Due,metric,percent,percent,core,medium,low,20,5,['reports'],
percent_neglected_in_first_24_hours,% Neglected in First 24 Hours,['% Neglected in First 24 Hours'],Displays the percent of new leads that were neglected in the first 24 hours of creation.,metric,percent,percent,core,medium,low,20,3,['reports'],
percent_neglected_lead,% Neglected Lead,['% Neglected Lead'],Displays the percent of how many new leads remained neglected at the end of the period,metric,percent,percent,core,medium,low,20,3,['reports'],
actual_charges_avg,Actual Charges (Avg),['Actual Charges (Avg)'],Displays the average Actual Charges of occupied units. Actual Charges is the sum of all charges that have been posted in the period selected based on the charge codes selected in the Charge Codes filter.,metric,currency,financial,core,medium,low,20,1,['reports'],
applied_deposits,Applied Deposits,['Applied Deposits'],"Displays any deposits applied to charges in the Charges Due column. It will always show deposits applied to the charge amount listed in the Charges Due column. Because the Charges Due changes depending on the Include Outstanding Delinquency filter selection, this value will also change. When set to ""Yes"", the amount will tie out to the Applied to Charges amount in the Resident Deposit Audit report.",metric,currency,financial,core,medium,low,20,5,['reports'],
budgeted_rent_avg,Budgeted Rent (Avg),['Budgeted Rent (Avg)'],Displays the average Budgeted Rent of rentable units. Budgeted Rent is the amount at which the unit is budgeted as of the end of the period selected as found under Setup >> Properties >> [Select Property] >> Pricing >> Rent >> Budgeted Rent. Clients who use this column should also have Budgeted Rent selected for the Determine Market Rent setting found under Setup >> Properties >> [Select Property] >> Financial >> Gross Potential Rent.,metric,currency,financial,core,medium,low,20,2,['reports'],
cash_balances,Cash Balances,['Cash Balances'],This column will only appear if the Beginning/Ending Cash Balances Details filter is set to Hide. This is due to the cash accounts being hidden and the Account Name column not appearing.,metric,currency,financial,core,medium,low,20,1,['reports'],
effective_rent_avg,Effective Rent (Avg),['Effective Rent (Avg)'],"Displays the average Effective Rent of occupied units. Effective Rent is the total value of all scheduled recurring and one-time charges and credits from Charge Codes included in Effective Rent amortized over the occupied length of the lease interval. Charge Codes can be included or excluded from Effective Rent under Setup >> Company >> Financial >> Charge Codes >> [Select Charge Code] >> Include in Effective Rent. Occupied lease length is the best approximation of when scheduled charges start and end on a lease interval and best accounts for early move-ins, early move-outs, and transfers. Month-to-month lease intervals do not have scheduled recurring charges total value or occupied lease length calculated and therefore, Effective Rent is calculated as the sum of scheduled charges and credits included in Effective Rent as of the MTM Start date.",metric,currency,financial,core,medium,low,20,3,['reports'],
incoming_calls,Incoming Calls,"['INCOMING CALLS', 'Incoming Calls', 'Incoming calls']","All calls from prospects to the property. Missed calls, voicemails, and calls that are received when the lead is in a Lease Approved/Future Resident status are not counted.",metric,integer,quantity,core,medium,low,20,5,['reports'],
lease_signed,Lease Signed,['Lease Signed'],"Counts the number of leads that have finished signing their portion of the lease. This column counts the signing of the most recent lease, (instead of the initial lease), and therefore will not tie-out to other reports if a lease has been cancelled.",metric,integer,quantity,core,medium,low,20,5,['reports'],
manual_contact_per_lead,Manual Contact Per Lead,['Manual Contact Per Lead'],Calculated as follows: Manual Contact Attempted divided by New Leads.,metric,integer,quantity,core,medium,low,20,2,['reports'],
market_rent_avg,Market Rent (Avg),['Market Rent (Avg)'],Displays the average Market Rent of rentable units. Market Rent is the amount at which the unit is advertised as of the end of the period selected as found under Setup >> Properties >> [Select Property] >> Pricing >> Rent >> Historical Rents (Rate Logs). Clients who use this column should also have Market Rent selected for the Determine Market Rent setting found under Setup >> Properties >> [Select Property] >> Financial >> Gross Potential Rent.,metric,currency,financial,core,medium,low,20,2,['reports'],
max_pets,Max Pets,['Max Pets'],"The MAX PETS column will display the maximum number of pets (as entered within unit/space setup) for each listed unit. This column is disabled by default, and can be accessed via the Display Options tab",metric,integer,quantity,core,medium,low,20,4,['reports'],
monthly_cam,Monthly CAM,"['MONTHLY CAM', 'Monthly CAM']",Displays the total amount of unallocated CAM (common area maintenance) usage charges for the tenant as of the end of the period selected. This column is specific to clients with the Entrata Commercial product.,metric,currency,financial,core,medium,low,20,6,['reports'],
monthly_nnn_insurance,Monthly NNN Insurance,"['MONTHLY NNN INSURANCE', 'Monthly NNN Insurance']",Displays the total amount of unallocated NNN (triple net) insurance charges for the tenant as of the end of the period selected. This column is specific to clients with the Entrata Commercial product.,metric,currency,financial,core,medium,low,20,5,['reports'],
monthly_nnn_taxes,Monthly NNN Taxes,"['MONTHLY NNN TAXES', 'Monthly NNN Taxes']",Displays the total amount of unallocated NNN (triple net) tax charges for the tenant as of the end of the period selected. This column is specific to clients with the Entrata Commercial product.,metric,currency,financial,core,medium,low,20,5,['reports'],
neglected_lead,Neglected Lead,['Neglected Lead'],"Displays the number of new leads that did not have a manual contact attempted in the period. New leads that had a first event of call, visit/tour, or chat will not be included in this count because their first event counts as their successful contact, no additional contact attempt is needed. Manual Contact Attempts include events of: Outbound Email, Outgoing SMS, Outgoing Call, Onsite Visits, Unit Tours, and Property Tours. Outbound Emails/SMS will only be counted if they have been manually sent. Email/SMS Messages sent via message center, or automated by the system will not be included in the count.",metric,integer,quantity,core,medium,low,20,3,['reports'],
online_chats,Online Chats,"['ONLINE CHATS', 'Online Chats']",All online chats that are taken during the period selected. Chats that are missed or deleted from the activity log will not be included.,metric,integer,quantity,core,medium,low,20,5,['reports'],
other_fees,Other Fees,['Other Fees'],"The OTHER FEES column will display a total of all other charges, as defined within Unit setup, that are not Security Deposits, Application Fees, or Rent. This column will be disabled by default and can be accessed via the Display Options tab.",metric,currency,financial,core,medium,low,20,4,['reports'],
renewal_offer,Renewal Offer,['Renewal Offer'],"Displays the rent amount for each term offered. Once a term has been accepted, this column will only show the rent amount for the term accepted by the resident (or property on their behalf). This column will be affected by the Charge Usage filter which limits the value to certain charge usages.",metric,currency,financial,core,medium,low,20,4,['reports'],
return_visits_tours,Return Visits/Tours,['Return Visits/Tours'],"Counts the number of onsite visits, property tours, or unit tours listed on the activity log that are return visits. This column excludes the initial visit/tour. Events that are deleted from the activity log will not be included. Events with a missed, cancelled, or reschduled event are not included.",metric,integer,quantity,core,medium,low,20,1,['reports'],
scheduled_charges_avg,Scheduled Charges (Avg),['Scheduled Charges (Avg)'],"Displays the average Scheduled Charges of occupied units. Scheduled Charges is the monthly (non-prorated) amount of all scheduled recurring charges on the lease in the period selected based on the charge codes selected in the Charge Codes filter. No scheduled charges are displayed for units vacant at the end of the period selected. If a resident transfers units within the period and new lease charges have not started yet, then old lease charges will be carried over.",metric,currency,financial,core,medium,low,20,2,['reports'],
scheduled_rent_avg,Scheduled Rent (Avg),['Scheduled Rent (Avg)'],"Displays the average Scheduled Rent of occupied units. Scheduled Rent is the monthly (non-prorated) amount of Rent-type scheduled recurring charges and credits on the lease in the period selected based on the charges codes selected in the Charge Codes filter. No scheduled charges are displayed for units vacant at the end of the period selected. If a resident transfers units within the period and new lease charges have not started yet, then old lease charges will be carried over.",metric,currency,financial,core,medium,low,20,2,['reports'],
bathrooms,Bathrooms,['Bathrooms'],Displays the number of bathrooms in the unit. Units are managed under Setup >> Properties >> [Select Property] >> Floor Plans & Units >> Units >> [Select Unit].,metric,integer,quantity,core,medium,low,14,3,['reports'],
application_denied,Application - Denied,['Application - Denied'],"When an application is completed and cancelled with a denial reason it is considered denied. Applications that are denied will not be included in the Completed (Cancelled) column. In the case that an application is approved in error, reverted, rescreened, and denied, the application will be considered in the Application Approved (Cancelled) column in order to keep an accurate net count.",metric,integer,quantity,core,medium,low,4,1,['reports'],
